LOC131295014
Gm26206
Xkr4
Gm18956
LOC131295015
Gm53491
LOC131295016
LOC131295017
LOC131295018
Gm7341
LOC131295019
LOC131295020
Gm57489
LOC131295021
Gm27396
LOC131295022
LOC131295023
LOC131295024
LOC131295025
LOC131295026
LOC131295027
LOC131295028
LOC131295029
LOC131295030
LOC131295031
LOC131295032
LOC131295033
LOC131295034
Rp1
LOC131295035
LOC131295036
LOC131295037
LOC131295038
LOC131295039
Gm6101
LOC131295040
LOC131295041
LOC131295042
Sox17
Gm7357
Gm22307
Gm37323
Gm39586
Gm46082
Gm29874
Gm7369
LOC131295043
Gm6085
Gm6119
Gm2053
Gm6123
Mrpl15
LOC131295044
LOC131295045
Lypla1
Gm57794
LOC131295046
Tcea1
Gm6104
Rgs20
LOC131295047
LOC131295048
LOC131295049
Gm16041
LOC131295050
LOC131295051
Gm17101
LOC131295052
Atp6v1h
LOC131295053
LOC131295054
LOC131295055
LOC131295056
Gm7182
Gm19070
LOC131295057
LOC131295058
LOC131295059
LOC131295060
LOC131295061
Oprk1
LOC131295062
LOC131295063
LOC131295064
LOC131295065
Npbwr1
LOC131295066
LOC131295067
LOC131295068
Gm19214
LOC131295069
LOC131295070
Gm46206
4732440D04Rik
Rb1cc1
LOC131295071
LOC131295072
LOC131295073
Alkal1
Gm7417
Gm2147
LOC132407735
LOC131295074
Gm19026
LOC131295075
LOC131295076
LOC131295077
LOC131295078
LOC131295079
St18
LOC131295080
Gm7449
Gm37108
LOC131295081
LOC131295082
Gm5694
LOC131295083
LOC131295084
LOC132407736
LOC132407737
Pcmtd1
LOC131295085
LOC131295086
Gm26983
LOC132407738
Gm9826
Nras-ps2
LOC131295087
Gm23274
LOC131295088
LOC131295089
Gm26901
Gm19002
LOC131295090
LOC132407739
LOC132407740
Gm18984
LOC131295091
LOC131295092
LOC131295093
LOC131295094
LOC131295095
Gm7470
LOC131295096
LOC131295097
LOC131295098
LOC131295099
LOC131295100
Rps2-ps2
LOC131295101
LOC131295102
Gm17903
LOC131295103
LOC131295104
Gm39589
LOC131295105
Sntg1
LOC131295106
LOC131295107
LOC131295108
LOC131295109
LOC131295110
LOC131295111
Gm15452
Gm6152
Gm7445
LOC131295112
LOC131295113
LOC131295114
LOC131295115
LOC131295116
Gm7493
LOC131295117
LOC131295118
LOC131295119
Gm6187
LOC131295120
Gm30719
Gm18299
LOC131295121
Gm7512
Gm24765
Gm18300
LOC131295122
LOC132407741
Rrs1
Adhfe1
2610203C22Rik
Gm6161
LOC132407742
Vxn
LOC131295123
LOC131295124
LOC110120427
Mybl1
LOC131295125
Vcpip1
LOC132407743
1700034P13Rik
LOC131295126
Gm39590
Gm51615
LOC131295127
LOC132407744
Sgk3
Gm6195
LOC131295128
Gm2352
Mcmdc2
Snhg6
Snord87
LOC132407745
Tcf24
Ppp1r42
LOC131295129
LOC131295130
Gm24674
Cops5
Cspp1
LOC132407746
LOC131295131
Arfgef1
LOC131295132
Cpa6
LOC131295133
Gm15604
Gm25253
LOC131295134
LOC131295135
Gm15603
LOC131295136
Gm5522
LOC131295137
Gm28659
LOC131295138
LOC131295139
LOC131295140
Prex2
LOC131295141
Gm24173
LOC131295142
LOC131295143
LOC131295144
LOC131295145
A830018L16Rik
LOC131295146
LOC131295147
LOC131295148
LOC131295149
LOC131295150
LOC131295151
LOC131295152
Gm30898
LOC131295153
Gm30974
LOC131295154
Gm7560
LOC131295155
LOC131295156
LOC131295157
LOC131295158
Gm22633
LOC131295159
Gm39591
Mir6341
LOC110120424
Gm2383
LOC131295160
LOC131295161
LOC131295162
LOC131295163
LOC131295164
LOC131295165
Gm6216
Gm17644
Sulf1
LOC131295166
LOC131295167
Slco5a1
LOC132407747
LOC131295168
LOC131295169
Gm5250
LOC131295170
LOC131295171
Gm39592
LOC131295172
Prdm14
LOC131295173
Ncoa2
LOC131295174
LOC131295175
Gm23169
LOC132407748
Gm51852
LOC132407749
Gm39595
Gm7593
Gm39600
LOC131295176
LOC131295177
LOC131295178
LOC131295179
LOC131295180
Tram1
LOC131295181
Lactb2
LOC131295182
Xkr9
LOC131295183
Gm26273
Gm2452
LOC132407750
Gm5523
LOC131295184
LOC131295185
Gm31195
LOC131295186
Gm19122
LOC131295187
LOC131295188
LOC131295189
LOC131295190
Gm39596
LOC132407751
Eya1
LOC131295191
LOC131295192
LOC131295193
LOC131295194
LOC131295195
LOC131295196
LOC131295197
Gm7617
LOC131295198
LOC131295199
LOC131295200
LOC131295201
Msc
Gm9947
LOC131295202
LOC131295203
Smt3h2-ps4
Rpl5-ps1
Gm33500
Trpa1
LOC131295204
LOC131295205
Gm26345
LOC131295206
Gm5048
LOC131295207
Gm10566
Kcnb2
Gm51616
Gm51617
LOC131295208
LOC131295209
Gm25227
Gm25168
Gm6060
LOC131295210
LOC131295211
Terf1
LOC131295212
Sbspon
LOC131295213
Gm31523
LOC131295214
LOC131295215
LOC131295216
Gm7634
4930444P10Rik
LOC131295217
Rpl7
LOC128924193
Rdh10
LOC128924194
Stau2
Gm7568
C130013N14Rik
Ube2w
LOC132407752
Eloc
LOC132407753
D030040B21Rik
Idi1-ps5
LOC132407754
Tmem70
LOC131295218
LOC131295219
LOC132407755
Ly96
LOC131295220
LOC131295221
LOC132407756
Gm5828
LOC131295222
LOC131295223
Gm53492
LOC131295224
LOC131295225
LOC131295226
LOC131295227
LOC131295228
LOC131295229
LOC131295230
Jph1
LOC131295231
Gm46085
Gm31982
LOC131295232
LOC131295233
Gdap1
Gm28784
Gm39597
LOC131295234
LOC131295235
Gm5251
Rbm6-ps1
Gm6075
LOC131295236
LOC131295237
LOC131295238
Gm25166
LOC131295239
LOC131295240
Pi15
Gm28154
LOC131295241
Gm16070
Crispld1
LOC131295242
Gm7690
Gm18775
Gm17969
LOC131295243
LOC131295244
Crisp4
Defb44-ps
LOC131295245
Defb18
LOC131295246
Defb41
Gm17837
LOC131295247
LOC131295248
LOC131295249
LOC131295250
LOC131295251
Gm5252
LOC131295252
Gm24075
Gm28343
Gm15825
Tfap2d
Gm10075
Tfap2b
LOC118567642
Gm4849
LOC131295253
LOC131295254
Gm32651
LOC131295255
LOC131295256
Pkhd1
LOC131295257
4930486I03Rik
Gm15795
Gm24162
LOC131295258
Lincmd1
Mir206
Mir133b
Il17a
LOC131295259
Il17f
Mcm3
LOC132407757
Gm20587
Gm24723
LOC131295260
6720483E21Rik
Paqr8
LOC131295261
LOC131295262
Gm24171
Gm51618
LOC132407758
Efhc1
LOC131295263
LOC131295264
LOC128924195
Tram2
LOC132407759
LOC131295265
Gm32947
LOC131295266
LOC131295267
Gm28836
Tmem14a
Gsta3
LOC131295268
LOC131295269
Gm7094
Gm4956
Gm21909
Khdc1a
Khdc1c
Gm33147
Gm2709
Gm16533
Khdc1b
Kcnq5
LOC128924196
Gm7658
LOC131295270
LOC131295271
Gm53539
LOC131295272
LOC131295273
Gm5696
LOC131295274
LOC131295275
LOC131295276
Rims1
LOC131295277
LOC131295278
LOC131295279
LOC131295280
Gm7759
LOC131295281
Gm7761
LOC131295282
LOC131295283
Ppp1r14bl
LOC131295284
LOC131295285
Rn4.5s-ps4
Gm30442
Gm29506
Gm24176
Gm53541
Mir30a
Mir30c-2
LOC131295286
LOC131295287
Gm20954
LOC131295288
Ogfrl1
LOC131295289
Gm19673
LOC131295290
Gm7784
Gm28822
LOC131295291
LOC131295292
LOC131295293
LOC132407760
B3gat2
Smap1
Gm53062
LOC132407761
Sdhaf4
Fam135a
LOC131295294
Gm30756
LOC131295295
Col9a1
LOC131295296
Col19a1
LOC131295297
LOC131295298
LOC131295299
Gm26418
Tubb4b-ps2
Gm10222
